rcid,TOTALRAISED,YEARFOUNDED,EMPLOYEES,REVENUE,Bankrupt,Acquired_IPO,DEALSIZE,SeriesA
26451,0.15,1999.0,102.0,85.60000000000001,0.0,1.0,0.075,0.0
26466,4.0,2014.0,38.0,,0.0,1.0,4.0,1.0
26478,,2015.0,8.0,,0.0,1.0,,0.0
26581,20.27981,2003.0,,,1.0,0.0,10.00036,1.0
26608,7.0,2009.0,24.0,,0.0,0.0,4.0,0.0
26632,,2002.0,40.0,,0.0,1.0,,0.0
26636,,2008.0,38.0,,0.0,1.0,18.5,0.0
26640,3.0,2009.0,39.0,,0.0,1.0,3.0,0.0
26691,110.0,2011.0,24.0,,0.0,1.0,100.0,1.0
26736,59.063557,2007.0,34.0,,0.0,0.0,20.749996,1.0
26747,0.255,2017.0,16.0,,0.0,0.0,0.25,0.0
26865,0.5000100000000001,2015.0,5.0,,0.0,0.0,0.5000100000000001,0.0
26907,0.970125,2012.0,5.0,,0.0,1.0,0.595125,0.0
27075,4.5,2018.0,16.0,,0.0,1.0,67.16,0.0
27162,,2009.0,15.0,0.954471,0.0,0.0,,0.0
27167,,,,,,,,0.0
27180,,2006.0,,,0.0,1.0,,0.0
27269,12.05158,2007.0,18.0,,0.0,1.0,4.3,1.0
27383,,2012.0,13.0,,0.0,0.0,0.75,0.0
27428,9.449998,2014.0,29.0,,0.0,1.0,2.4,0.0
27441,0.04,2016.0,24.0,,0.0,0.0,0.04,0.0
27714,13.0501,2020.0,37.0,,0.0,0.0,8.000015,1.0
27740,17.226119,2006.0,41.0,8.2,0.0,1.0,12.0,1.0
27757,1990.866672,1968.0,14000.0,2617.051,0.0,1.0,4200.0,0.0
27795,,2008.0,,,0.0,1.0,,0.0
27815,106.3,1999.0,50.0,,0.0,0.0,142.67335387,1.0
27840,,2008.0,,10.0,0.0,1.0,,0.0
27892,0.25,2018.0,4.0,,0.0,0.0,0.25,0.0
28089,19.0,2017.0,69.0,,0.0,1.0,19.0,0.0
28138,,2011.0,6.0,,0.0,0.0,,0.0
28199,150.757501,2006.0,107.0,,0.0,0.0,90.0,1.0
28212,,2004.0,,,0.0,1.0,2.3000000000000003,0.0
28234,,2004.0,2200.0,26.8,0.0,1.0,,0.0
28275,35.000001,2017.0,34.0,0.1,0.0,0.0,16.0,1.0
28278,1.02,2010.0,12.0,,0.0,1.0,0.45,1.0
28339,,2010.0,40.0,,0.0,1.0,4.92506982,0.0
28452,,2001.0,,4.425414,0.0,1.0,,0.0
28567,0.1,2016.0,19.0,,0.0,1.0,0.17,0.0
28568,,1991.0,300.0,,0.0,1.0,,0.0
28605,1.1,1999.0,15.0,,0.0,1.0,7.2,0.0
28704,11.7,2019.0,20.0,,0.0,0.0,11.7,0.0
28759,7.21809,2016.0,5.0,2.0,0.0,1.0,20.7,1.0
28826,9.451313,2008.0,16.0,,0.0,1.0,50.0,1.0
29126,23.850005,2014.0,8.0,,0.0,0.0,7.5,0.0
29133,,2003.0,1914.0,,0.0,1.0,,0.0
29186,0.27,2008.0,,,1.0,0.0,0.25,0.0
29287,5.149998,2019.0,38.0,,0.0,0.0,2.75,0.0
29298,0.02,2010.0,5.0,,1.0,0.0,0.02,0.0
29300,67.57834272,2015.0,85.0,24.006,0.0,1.0,200.0,0.0
29361,2.0,2016.0,20.0,,0.0,1.0,1.735,0.0
29398,0.1,2017.0,5.0,,0.0,0.0,0.1,0.0
29427,4.5,2011.0,6.0,,1.0,0.0,3.0,0.0
29513,19.221304,2004.0,,,1.0,0.0,13.086435,1.0
29773,,2003.0,26.0,6.6000000000000005,0.0,1.0,,0.0
29783,,,,,,,,0.0
29786,0.25,2014.0,37.0,0.94,0.0,0.0,0.25,0.0
29796,27.255,2007.0,35.0,11.148862,0.0,1.0,20.0,0.0
29889,1.415,2015.0,70.0,,1.0,0.0,1.4,0.0
29918,1.2,2012.0,20.0,,0.0,1.0,0.5,0.0
29922,,2019.0,14.0,,0.0,0.0,0.105,0.0
30002,5.0,2013.0,22.0,,0.0,0.0,5.0,1.0
30077,1.300674,2015.0,159.0,0.73,0.0,1.0,1.300674,0.0
30099,8.305,1999.0,13.0,,0.0,0.0,5.1000000000000005,0.0
30140,,2001.0,130.0,17.5,0.0,1.0,78.3,0.0
30178,41.51,2006.0,16.0,,0.0,0.0,12.0,1.0
30275,,2012.0,2.0,,0.0,1.0,,0.0
30310,,2001.0,15.0,,0.0,0.0,,0.0
30548,0.9,2019.0,7.0,,0.0,0.0,0.5,0.0
30578,,,,,,,,0.0
30710,8.180708,2014.0,26.0,10.75632,0.0,0.0,3.146912,1.0
30720,,2006.0,50.0,,0.0,1.0,,0.0
30802,0.115,2013.0,14.0,,0.0,0.0,0.09,0.0
30810,8.9,2010.0,11.0,1.0,0.0,0.0,7.0,1.0
30814,,2001.0,110.0,44.20249,0.0,1.0,,0.0
30835,1.25,2015.0,4.0,,1.0,0.0,1.1,0.0
30859,,2003.0,81.0,,0.0,1.0,8.50792788,0.0
30952,6.519998,2014.0,64.0,2.0,0.0,0.0,5.25,1.0
31078,,,,,0.0,1.0,,0.0
31193,1.35,2010.0,19.0,,0.0,1.0,0.75,1.0
31236,0.175,2016.0,3.0,,1.0,0.0,0.175,0.0
31542,27.999211,2010.0,85.0,,0.0,1.0,100.0,1.0
31569,37.802474,2019.0,49.0,,0.0,0.0,18.902475,1.0
31575,,2007.0,80.0,19.593171,0.0,1.0,27.0,0.0
31706,4.421143,2018.0,15.0,0.36,0.0,0.0,1.913753,0.0
31782,,2012.0,,,0.0,1.0,,0.0
31829,,2010.0,13.0,,0.0,1.0,1.53233,0.0
31885,6.0,2005.0,9.0,0.1286,0.0,1.0,6.0,0.0
31898,,1973.0,115.0,,0.0,1.0,10.0,0.0
31911,2.12,2014.0,32.0,,0.0,0.0,2.0,0.0
31936,52.696603,2006.0,401.0,100.0,0.0,0.0,100.0,1.0
31977,0.27,2013.0,5.0,,1.0,0.0,0.02,0.0
32100,39.957727,2008.0,94.0,,0.0,0.0,26.000097,1.0
32162,18.33999,2016.0,107.0,50.0,0.0,0.0,10.33999,0.0
32321,5.625,2004.0,18.0,,0.0,0.0,3.0,1.0
32340,,2011.0,,,1.0,0.0,,1.0
32506,4756.0583,1899.0,4430.0,,0.0,1.0,3499.42,0.0
32615,,2003.0,,21.1,0.0,1.0,,0.0
32703,31.68833,2005.0,200.0,100.0,0.0,0.0,27.11333,1.0
32777,0.12,2014.0,5.0,,0.0,0.0,0.12,0.0
32841,,2015.0,4.0,,1.0,0.0,,0.0
32860,13.155246,2018.0,48.0,,0.0,1.0,13.155246,1.0
32920,,,,,,,0.38053737,0.0
33009,,2004.0,201.0,200.0,0.0,1.0,,0.0
33011,,2003.0,11.0,,0.0,1.0,,0.0
33021,,2015.0,18.0,,0.0,1.0,,0.0
33062,,,,,,,,1.0
33200,16.569938,2013.0,91.0,4.7,0.0,1.0,10.019943,1.0
33298,3.36171425,2010.0,,,0.0,1.0,,
33393,,2006.0,27.0,,0.0,0.0,,
33397,1.5,2012.0,8.0,,0.0,1.0,1.5,0.0
33436,1500.0,2012.0,,,0.0,1.0,2200.0,0.0
33503,83.973608,2000.0,17.0,,1.0,0.0,26.034681,1.0
33520,0.325,2016.0,12.0,0.48,0.0,0.0,0.3,0.0
33661,1.833184,2018.0,5.0,,0.0,0.0,1.4,0.0
33674,2.1,2012.0,23.0,0.4216,0.0,0.0,1.5,0.0
33725,41.425017,2008.0,350.0,15.2,0.0,1.0,225.0,1.0
33811,,2010.0,,,0.0,1.0,,0.0
33908,50.4,2016.0,98.0,7.760891,0.0,0.0,34.5,0.0
33924,33.732995,1999.0,92.0,,0.0,0.0,9.015678,0.0
33997,,2010.0,,,0.0,0.0,,0.0
34000,,2014.0,8.0,39.0,0.0,1.0,,0.0
34106,44.916735,2014.0,54.0,,0.0,1.0,27.096736,1.0
34208,42.873903,2012.0,163.0,,0.0,0.0,10.000102,1.0
34230,1.125,2021.0,16.0,,0.0,0.0,1.125,0.0
34336,,2015.0,7.0,,1.0,0.0,,0.0
34362,0.025,2019.0,9.0,,0.0,0.0,0.025,0.0
34398,1.9,2018.0,13.0,0.0217,0.0,0.0,1.66,0.0
34484,,,,,,,0.0274249,0.0
34530,3.7,2020.0,24.0,,0.0,1.0,2.2,0.0
34593,1.345389,2009.0,,,1.0,0.0,1.345389,0.0
34616,49.999997,2010.0,190.0,,0.0,1.0,77.0,1.0
34620,,2002.0,4.0,,0.0,0.0,2.189,0.0
34681,,2007.0,,,0.0,1.0,,0.0
34684,1.19958908,2011.0,21.0,8.4,0.0,1.0,1.07415721,1.0
34771,10.27349,2017.0,44.0,0.625468,0.0,0.0,7.1504900000000005,0.0
34804,153.250008,2008.0,41.0,,0.0,1.0,571.0,1.0
34810,,2018.0,5.0,,0.0,1.0,,0.0
34827,,2011.0,1.0,,0.0,1.0,,0.0
34893,,2001.0,77.0,58.2,0.0,1.0,,0.0
34935,0.25,2014.0,4.0,,0.0,0.0,0.25,0.0
35021,8.235901,2002.0,67.0,,0.0,0.0,6.8859010000000005,0.0
35085,8.6,2014.0,26.0,,0.0,1.0,6.5,1.0
35214,0.25,2013.0,,,1.0,0.0,0.25,0.0
35222,0.8885,2010.0,3.0,,0.0,0.0,0.339,0.0
35223,,,,,,,,0.0
35344,14.0,2019.0,449.0,58.056026,0.0,1.0,10.0,0.0
35349,,2016.0,7.0,,0.0,0.0,,0.0
35579,0.8,2015.0,45.0,,0.0,0.0,0.8,0.0
35584,35.444894,2006.0,600.0,79.4,0.0,1.0,354.3,0.0
35619,48.292068,2009.0,341.0,60.0,0.0,0.0,180.0,1.0
35697,0.211,2018.0,5.0,,0.0,0.0,0.211,0.0
35779,90.866766,2007.0,20.0,2.7,0.0,0.0,40.0,1.0
35921,0.786105,2017.0,8.0,,0.0,0.0,0.786105,0.0
35959,,2015.0,2.0,,0.0,1.0,,0.0
35976,140.529089,2014.0,656.0,40.0,0.0,0.0,80.0,1.0
36023,5.0,2011.0,5.0,,0.0,0.0,5.0,1.0
36086,0.25,2013.0,,,1.0,0.0,0.2,0.0
36372,,2013.0,,,0.0,1.0,,0.0
36461,,2013.0,2.0,,0.0,0.0,,0.0
36488,,2017.0,2.0,,0.0,0.0,,0.0
36574,20.4161,2015.0,15.0,,0.0,0.0,12.5,0.0
36639,,2013.0,32.0,,0.0,0.0,,0.0
36723,,2013.0,50.0,,0.0,0.0,0.8,0.0
36845,2.75,2009.0,,,0.0,1.0,0.55,0.0
36887,0.3,2011.0,30.0,2.4,0.0,1.0,0.3,0.0
36899,57.500008,2010.0,34.0,,0.0,0.0,20.000002,1.0
36943,5.2,2014.0,3.0,,0.0,0.0,2.7,0.0
36951,0.15,2014.0,6.0,,1.0,0.0,0.1,0.0
36965,35.058675,2010.0,80.0,,0.0,1.0,20.279601,1.0
37029,0.021,2013.0,4.0,,1.0,0.0,0.021,0.0
37035,,2016.0,,,1.0,0.0,,0.0
37134,,1989.0,220.0,,0.0,0.0,0.68591,0.0
37311,65.15,2018.0,37.0,,0.0,0.0,52.0,1.0
37380,,2011.0,30.0,,0.0,1.0,,0.0
37385,2.068102,2016.0,12.0,,0.0,1.0,5.9,0.0
37510,0.251,2017.0,,,0.0,0.0,0.251,0.0
37578,0.005,2015.0,5.0,,0.0,0.0,0.005,0.0
37614,,2010.0,166.0,30.0,0.0,1.0,,0.0
37640,33.148578,2006.0,60.0,,1.0,0.0,15.0419,1.0
37737,135.677224,2009.0,172.0,300.0,0.0,1.0,34.0,1.0
37769,,2006.0,,,0.0,1.0,0.794085,0.0
37823,,,,,,,1.0,0.0
37835,,2018.0,13.0,3.67760871,1.0,0.0,,0.0
37879,,2010.0,38.0,11.8,0.0,1.0,,0.0
38034,6.8748000000000005,2011.0,16.0,,0.0,0.0,2.3348,0.0
38037,,2013.0,,,0.0,1.0,,0.0
38046,4.549982,2009.0,,,0.0,1.0,10.0,1.0
38104,1.0,2020.0,6.0,,0.0,0.0,0.75,0.0
38238,7.0,2011.0,29.0,,0.0,1.0,6.542413,0.0
38252,12.245898,2011.0,62.0,,0.0,0.0,6.71295,1.0
38295,,2017.0,13.0,,0.0,0.0,,0.0
38311,11.455451,2009.0,30.0,,0.0,1.0,9.465792,1.0
38325,5.3,2018.0,15.0,7.0,0.0,0.0,2.6,0.0
38328,42.2,2019.0,31.0,,0.0,0.0,38.7,1.0
38332,25.200002,2000.0,50.0,,1.0,0.0,10.5,1.0
38356,24.424263,1996.0,11.0,,1.0,0.0,11.500002,0.0
38400,8.570853,2010.0,5.0,,0.0,1.0,33.5,0.0
38422,53.316496,2007.0,10.0,10.0,0.0,0.0,17.999999,1.0
38493,11.055,2016.0,47.0,,0.0,0.0,10.0,1.0
38590,0.5,2008.0,72.0,,0.0,0.0,0.667197,0.0
38591,29.332042,2018.0,10.0,0.07,0.0,0.0,24.182042,1.0
38592,251.60492,1994.0,213.0,56.993,0.0,1.0,72.0,0.0
38605,9.500001,2018.0,18.0,,0.0,0.0,5.0,0.0
38642,1.079,2014.0,40.0,,0.0,0.0,0.96,0.0
38779,0.5,2001.0,,,0.0,1.0,33.4,0.0
38797,4.5,2019.0,9.0,1.2,0.0,0.0,4.5,1.0
38824,0.55,2013.0,19.0,,0.0,0.0,0.55,0.0
38897,,2010.0,11.0,,0.0,1.0,,0.0
38917,4.992322,2010.0,6.0,,0.0,1.0,4.7153220000000005,1.0
38968,7.969981,2018.0,16.0,,0.0,0.0,4.97,0.0
39007,,2010.0,10.0,,0.0,0.0,2.62264,0.0
39024,4.63,2006.0,,,0.0,1.0,18.5,1.0
39044,208.129022,2012.0,129.0,49.4,1.0,0.0,86.0,1.0
39048,,2008.0,36.0,,0.0,1.0,,0.0
39085,249.252464,2007.0,257.0,100.4,0.0,1.0,578.85,1.0
39209,,,,,,,,0.0
39215,300.0,2019.0,142.0,3000.0,0.0,0.0,140.0,1.0
39331,,2014.0,6.0,,0.0,1.0,,0.0
39431,,2007.0,,,0.0,1.0,,0.0
39445,147.76,2014.0,93.0,,0.0,0.0,125.0,1.0
39608,,2015.0,20.0,,0.0,0.0,,0.0
39683,3.86225,2005.0,171.0,50.0,0.0,0.0,3.1,0.0
39778,18.500001,2013.0,16.0,3.2,0.0,1.0,12.400001,1.0
39839,350.49333,2008.0,154.0,20.0,0.0,0.0,71.000002,1.0
39845,,2018.0,,,1.0,0.0,0.224595,0.0
39922,6.2,2014.0,5.0,,1.0,0.0,6.2,0.0
39937,0.03,2012.0,,,0.0,1.0,0.03,0.0
39940,,2013.0,21.0,7.0,0.0,0.0,,0.0
39968,,2016.0,,,1.0,0.0,,0.0
39984,0.5,2016.0,,,0.0,1.0,0.5,0.0
40034,0.1,2018.0,7.0,,1.0,0.0,0.150333,0.0
40066,4.100001,2014.0,1.0,,0.0,0.0,4.100001,1.0
40087,3.94,2017.0,12.0,,0.0,0.0,1.785,0.0
40103,0.015,,,,1.0,0.0,0.015,0.0
40148,,2011.0,40.0,,0.0,1.0,,0.0
40229,12.074996,2015.0,62.0,,0.0,0.0,8.0,1.0
40236,0.748,2017.0,8.0,,0.0,0.0,0.648,0.0
40243,,2017.0,51.0,,0.0,0.0,,0.0
40262,,2015.0,12.0,,0.0,1.0,,0.0
40360,,2016.0,,1.47,0.0,1.0,,0.0
40361,101.15,2016.0,18.0,,0.0,0.0,100.0,0.0
40362,,2015.0,,,0.0,1.0,,0.0
40381,14.15,2016.0,10.0,,0.0,0.0,12.4,1.0
40387,2.4,2011.0,,,0.0,1.0,2.4,1.0
40454,0.3,2016.0,36.0,,0.0,0.0,0.3,1.0
40474,,,,,,,350.0,1.0
40505,,2015.0,7.0,,1.0,0.0,,0.0
40544,,2017.0,4.0,,0.0,0.0,,
40679,16.997027,2018.0,53.0,2.0,0.0,0.0,12.997041,1.0
40818,10.77895,2012.0,46.0,,0.0,0.0,7.2,0.0
40859,44.826025,2017.0,73.0,10.0,0.0,0.0,25.0,1.0
40908,,2019.0,1.0,,0.0,0.0,0.02,0.0
40981,22.38445,2014.0,38.0,3.0,0.0,1.0,9.469463,1.0
41121,24.46591177,2012.0,48.0,,0.0,0.0,18.0,1.0
41163,0.5075000000000001,2011.0,3.0,,0.0,1.0,0.5075000000000001,1.0
41183,27.02452,2010.0,199.0,,0.0,0.0,8.0,1.0
41234,,2014.0,9.0,,0.0,1.0,,0.0
41264,12.769523,2018.0,31.0,,0.0,0.0,9.569524,1.0
41452,,,,,,,85.04167719,1.0
41473,33.0,2005.0,5.0,,0.0,1.0,12.5,1.0
41509,62.999999,2016.0,85.0,1200.0,0.0,1.0,298.0,0.0
41527,25.91,2009.0,40.0,7.1000000000000005,0.0,0.0,10.35,0.0
41578,66.34,2007.0,39.0,,0.0,1.0,725.0,0.0
41612,2.215,2017.0,40.0,,0.0,1.0,1.215,0.0
41622,3.2,2018.0,9.0,,0.0,1.0,3.2,0.0
41721,16.000001,2019.0,54.0,,0.0,0.0,13.000001,1.0
42123,112.0,2000.0,,,0.0,1.0,35.0,1.0
42139,310.123585,2016.0,763.0,,0.0,0.0,150.01192,0.0
42204,0.5,2015.0,47.0,,0.0,0.0,0.5,0.0
42373,1.0,2018.0,15.0,0.75,0.0,0.0,1.0,0.0
42392,71.228754,2018.0,40.0,,0.0,0.0,50.0,1.0
42406,11.235,2001.0,17.0,2.5,1.0,0.0,6.5,0.0
42668,,2014.0,13.0,,0.0,1.0,,0.0
42672,24.83852,2016.0,50.0,,0.0,1.0,17.0,1.0
42682,38.249999,2013.0,52.0,,1.0,0.0,19.999999,1.0
42709,18.299999,2018.0,26.0,,0.0,0.0,10.000001,1.0
42743,,,,,,,1.0,0.0
42762,,2000.0,63.0,,0.0,1.0,2.0906,0.0
42817,28.0,2016.0,46.0,,0.0,1.0,89.0,0.0
42829,1.879088,2012.0,12.0,,0.0,1.0,1.879088,0.0
42916,16.950017,2000.0,91.0,17.0,0.0,1.0,8.000013000000001,1.0
42979,,2014.0,,,0.0,1.0,,0.0
42987,,,,,,,0.34436623,0.0
43157,3.824968,2005.0,12.0,,0.0,1.0,1.25,0.0
43170,,2011.0,14.0,,0.0,1.0,,0.0
43274,,2007.0,30.0,8.2,0.0,1.0,,0.0
43327,12.706338,2009.0,29.0,,0.0,0.0,11.25,1.0
43359,2.641409,2010.0,19.0,,0.0,0.0,1.481409,0.0
43402,4.9,2010.0,9.0,0.1,0.0,0.0,2.8000000000000003,0.0
43408,,2016.0,7.0,,0.0,0.0,,0.0
43424,,1992.0,130.0,,0.0,1.0,,0.0
43464,0.13,2017.0,6.0,,0.0,0.0,0.13,0.0
43500,25.625,2017.0,60.0,,0.0,1.0,16.9,0.0
43673,3290.6236,1968.0,2500.0,462.0,0.0,0.0,1370.0,0.0
43674,,2004.0,162.0,171.6,0.0,1.0,76.10000000000001,0.0
43725,7.500001,2016.0,25.0,,0.0,1.0,150.0,1.0
43901,0.054302,2012.0,52.0,20.2,0.0,0.0,30.0,0.0
43961,12.424997,2013.0,55.0,,0.0,1.0,7.0,1.0
44009,,2017.0,7.0,,0.0,0.0,,0.0
44064,,2013.0,,,0.0,1.0,120.0,0.0
44147,8.700000000000001,2012.0,29.0,2.0,0.0,1.0,24.7,0.0
44194,1.9,2018.0,23.0,,0.0,0.0,1.1,0.0
44237,,2007.0,,,0.0,1.0,,0.0
44256,10.187657,2009.0,130.0,,0.0,1.0,6.8,0.0
44273,6.23,2003.0,,,1.0,0.0,3.0,0.0
44286,,2018.0,13.0,,0.0,0.0,,0.0
44364,14.875,2013.0,25.0,,0.0,0.0,7.7,0.0
44478,,2009.0,8.0,,0.0,0.0,,0.0
44568,0.25,2011.0,3.0,,0.0,1.0,0.25,1.0
44643,2.0,2013.0,8.0,,0.0,1.0,2.0,1.0
44677,52.025579,2017.0,147.0,2.1,0.0,0.0,35.0,1.0
44687,231.0,2016.0,52.0,,1.0,0.0,100.0,1.0
44688,1.062,2012.0,21.0,,0.0,0.0,1.062,0.0
44708,1.799999,2007.0,,,0.0,1.0,1.549999,1.0
44711,32.000003,2021.0,44.0,,0.0,0.0,26.000001,1.0
44759,0.22006749,2013.0,3.0,,1.0,0.0,0.20306749,0.0
44838,13.013994,2021.0,10.0,,0.0,0.0,10.386993,0.0
44883,4.077175,2011.0,11.0,,0.0,1.0,3.2,1.0
44909,,2003.0,80.0,,0.0,0.0,,0.0
44965,3.15,2012.0,21.0,,0.0,1.0,3.15,0.0
44983,93.655807,2012.0,303.0,29.9,0.0,0.0,84.911813,1.0
45041,,1998.0,265.0,65.0,0.0,1.0,,0.0
45132,,2013.0,5.0,,1.0,0.0,,0.0
45194,0.19,2013.0,2.0,,0.0,0.0,0.19,0.0
45278,6735.573,2002.0,19282.0,3000.0,0.0,0.0,4998.765,0.0
45345,,2014.0,,,0.0,1.0,,0.0
45571,8.35,1999.0,20.0,,0.0,1.0,8.35,1.0
45658,0.225,2011.0,4.0,,1.0,0.0,0.2,0.0
45779,6.120001,2013.0,8.0,,0.0,0.0,6.100001,1.0
45823,0.08,2017.0,8.0,,0.0,0.0,0.05,0.0
45913,34.691888,2015.0,8.0,,0.0,1.0,567.0,0.0
46003,79.0,2007.0,23.0,,0.0,0.0,36.5,1.0
46051,4.76429,2008.0,62.0,3.6,0.0,1.0,2.0,1.0
46116,7.945,2015.0,16.0,0.463816,0.0,1.0,4.24,1.0
46133,60.0,2000.0,103.0,,0.0,1.0,60.0,0.0
46148,,1999.0,11.0,10.7,1.0,0.0,,0.0
46149,74.772055,2010.0,272.0,50.0,0.0,1.0,507.7,1.0
46195,0.3,2000.0,3.0,,0.0,0.0,0.3,0.0
46326,0.34,2018.0,5.0,0.28,0.0,0.0,0.2,0.0
46451,1.5,2019.0,8.0,,0.0,1.0,36.9,0.0
46590,,2002.0,27.0,,0.0,0.0,,0.0
46601,,2014.0,,,0.0,1.0,,0.0
46639,48.27066,2004.0,163.0,33.7,0.0,0.0,16.000003,1.0
46640,,2015.0,22.0,,0.0,1.0,,0.0
46795,1.5,2014.0,7.0,,1.0,0.0,1.5,0.0
46822,45.55,2001.0,,,0.0,1.0,13.25,1.0
46959,32.578518,2010.0,33.0,,0.0,1.0,244.0,1.0
46965,3.125865,2012.0,28.0,,0.0,0.0,2.000865,0.0
47087,30.0,2017.0,234.0,,0.0,0.0,30.0,0.0
47163,0.037,2012.0,5.0,,1.0,0.0,0.037,0.0
47229,1.174853,2011.0,21.0,4.536594,0.0,0.0,1.064853,0.0
47248,,2013.0,,,1.0,0.0,,0.0
47259,3.5,2012.0,51.0,,0.0,1.0,3.5,0.0
47346,0.1,2018.0,8.0,0.00105,0.0,0.0,0.1,0.0
47366,55.424058,2005.0,45.0,,0.0,1.0,10.089064,1.0
47401,9.81352,2003.0,35.0,,0.0,1.0,4.11352,0.0
47408,,2011.0,,,1.0,0.0,,0.0
47462,3.69,2000.0,15.0,,0.0,0.0,1.3,1.0
47533,,2017.0,2.0,,0.0,0.0,0.01,0.0
47558,,2004.0,13.0,,0.0,0.0,,0.0
47596,3.35,2009.0,3.0,,0.0,1.0,1.25,1.0
47655,8.103442,2015.0,126.0,65.0,0.0,0.0,8.103442,1.0
47703,8.89,2011.0,23.0,3.0,0.0,0.0,3.95,1.0
47751,0.025,2014.0,,,0.0,0.0,0.025,0.0
47855,,2001.0,108.0,4.7,0.0,1.0,,0.0
47875,1.1,2017.0,15.0,,0.0,0.0,1.0,0.0
47942,2.135,2019.0,11.0,,0.0,0.0,2.0,0.0
47959,4.35,2011.0,14.0,,1.0,0.0,3.0,0.0
47982,22.278187,2014.0,90.0,1.0,0.0,1.0,7.19285,1.0
48118,,2012.0,100.0,7.2,0.0,1.0,,0.0
48156,0.06,2012.0,8.0,,0.0,0.0,2.6,0.0
48169,23.0,2008.0,15.0,,1.0,0.0,1.0,0.0
48350,,2007.0,36.0,2.0,0.0,1.0,,0.0
48357,106.865436,2017.0,57.0,,0.0,1.0,106.865436,1.0
48370,1.952005,2017.0,12.0,0.5,0.0,0.0,1.505008,0.0
48391,12.575,2021.0,26.0,,0.0,0.0,12.15,0.0
48411,,2014.0,2.0,,0.0,0.0,,0.0
48481,,2009.0,,,1.0,0.0,,0.0
48608,38.753079,2010.0,41.0,1.49761,0.0,1.0,15.0,1.0
48691,27.837343,2016.0,52.0,,0.0,0.0,14.0,1.0
48793,0.45,2017.0,25.0,,0.0,0.0,0.254,0.0
48949,0.063,2012.0,3.0,,1.0,0.0,0.063,0.0
49036,,2012.0,,,1.0,0.0,0.01,0.0
49057,,2017.0,7.0,,0.0,1.0,1.8,0.0
49083,,2014.0,6.0,,0.0,0.0,0.015673,0.0
49322,,2014.0,,,0.0,1.0,,0.0
49323,32.499998,2015.0,27.0,,0.0,0.0,20.0,1.0
49352,,2014.0,12.0,,1.0,0.0,0.05,0.0
49366,,2014.0,,,0.0,0.0,0.5364,0.0
49378,10.3,2017.0,20.0,,0.0,0.0,5.5,1.0
49457,,2005.0,,,0.0,1.0,,0.0
49471,0.76,2004.0,175.0,2.6,0.0,1.0,0.46,1.0
49506,40.970139,2003.0,95.0,7.395295,0.0,1.0,87.5,1.0
49700,34.57723,2005.0,100.0,,0.0,1.0,18.4396,0.0
49758,10.507788,2014.0,55.0,1.5,0.0,1.0,3.1325000000000003,0.0
49884,7.391343,2012.0,16.0,,0.0,1.0,4.991342,1.0
50004,0.1,2018.0,41.0,,0.0,0.0,0.1,0.0
50304,3.1,2017.0,26.0,,0.0,0.0,3.0,0.0
50312,,2011.0,,,1.0,0.0,,0.0
50400,3.6,2007.0,17.0,,0.0,0.0,1.3,1.0
50407,,2000.0,201.0,,0.0,0.0,,0.0
50674,8.099996,2018.0,40.0,2.8000000000000003,0.0,1.0,80.7,1.0
50754,,2017.0,6.0,,0.0,0.0,,0.0
50782,1.5,2020.0,43.0,,0.0,0.0,1.5,0.0
50853,,2011.0,150.0,,0.0,0.0,,0.0
50879,17.158999,2006.0,40.0,,0.0,1.0,210.0,1.0
50947,3.805,2015.0,36.0,,0.0,0.0,3.805,0.0
51016,,,,,,,,0.0
51024,6.319996,,18.0,,0.0,1.0,3.319997,1.0
51092,0.12,2014.0,5.0,,0.0,1.0,9.59,0.0
51125,,2004.0,23.0,6.1937500000000005,0.0,0.0,3.999,0.0
51140,30.03,2014.0,83.0,2.3,0.0,1.0,16.7,1.0
51295,1365.0,2002.0,380.0,2.6,0.0,0.0,1400.0,1.0
51297,31.399999,2009.0,48.0,20.0,0.0,0.0,15.499999,1.0
51314,10.0,2017.0,44.0,85.0,0.0,1.0,7.5,0.0
51383,23.195725,2010.0,51.0,,1.0,0.0,15.0,0.0
51439,154.999988,2010.0,145.0,,0.0,1.0,200.0,1.0
51500,,2020.0,14.0,,0.0,0.0,0.75,0.0
51502,25.944048,2012.0,76.0,,0.0,0.0,11.0,1.0
51590,6.918497,2016.0,30.0,,0.0,0.0,5.5,0.0
51694,,2016.0,8.0,,0.0,0.0,,0.0
51761,,2006.0,28.0,,0.0,0.0,0.352147,0.0
51856,,2018.0,72.0,,0.0,0.0,3.0,0.0
51991,,2015.0,900.0,,0.0,0.0,,0.0
52062,0.2,2014.0,36.0,,0.0,0.0,0.2,0.0
52076,0.165,2009.0,9.0,1.47418,0.0,0.0,0.484242,0.0
52097,271.30656600000003,2003.0,103.0,49.509,0.0,1.0,90.5,1.0
52124,50.0,2001.0,430.0,91.722,0.0,1.0,239.1,0.0
52185,,2000.0,211.0,23.0,0.0,0.0,2.96,0.0
52283,5.049991,2020.0,11.0,,0.0,0.0,3.5,1.0
52295,0.928,2012.0,12.0,0.35,0.0,0.0,1.0,0.0
52318,0.15,2017.0,,,0.0,0.0,0.15,1.0
52325,,2010.0,13.0,,0.0,1.0,,0.0
52439,,2015.0,40.0,,0.0,1.0,,0.0
